order_id,customer_id,customer_name,city,category,product_name,unit_price,quantity,discount_percent,payment_method,order_status,order_timestamp
ORD-100033,CUST-1003,,Berlin,Home & Kitchen,Toaster,243.64,2,0.2,PayPal,COMPLETED,2025-09-05 02:08:01
ORD-100034,CUST-1006,George Clark,Berlin,Sports & Outdoors,Dumbbell Set,180.65,5,0.25,UPI / Digital Wallet,CANCELLED,2025-02-07 21:57:38
ORD-100035,CUST-1005,Fiona Gallagher,Paris,Electronics,Bluetooth Speaker,114.76,2,0.0,PayPal,CANCELLED,2025-06-09 02:27:59
ORD-100036,CUST-1013,Nora Jones,Toronto,Home & Kitchen,Cookware Set,326.74,1,0.1,PayPal,COMPLETED,2025-03-17 18:01:21
ORD-100037,CUST-1004,Evan Wright,Toronto,Electronics,Smartphone,859.48,1,0.05,UPI / Digital Wallet,PENDING,2025-03-24 16:42:00
ORD-100038,CUST-1010,Kevin Bacon,Tokyo,Books,History of Computing,24.31,1,0.0,PayPal,COMPLETED,2025-05-02 05:36:06
ORD-100039,CUST-1000,,Paris,Electronics,4K Monitor,85.5,3,0.25,Credit Card,PENDING,2025-10-01 14:39:43
ORD-100040,CUST-1019,Tony Stark,Berlin,Sports & Outdoors,Camping Tent,101.57,1,0.1,Credit Card,PENDING,2025-11-29 08:13:14
ORD-100041,CUST-1014,Oscar Martinez,,Home & Kitchen,Blender,92.57,2,0.2,Credit Card,COMPLETED,2025-11-18 03:18:40
ORD-100042,CUST-1018,Steve Rogers,Tokyo,Sports & Outdoors,Hiking Backpack,240.53,1,0.15,PayPal,CANCELLED,2025-05-22 02:16:50
ORD-100043,CUST-1019,Tony Stark,New York,Home & Kitchen,Toaster,341.56,1,0.1,Credit Card,COMPLETED,2025-12-25 16:48:44
ORD-100044,CUST-1004,Evan Wright,Tokyo,Electronics,Smartphone,281.47,1,0.1,PayPal,COMPLETED,2025-06-29 08:09:58
ORD-100045,CUST-1010,Kevin Bacon,Mumbai,Sports & Outdoors,Water Bottle,221.51,2,0.25,UPI / Digital Wallet,COMPLETED,2025-12-18 10:08:54
ORD-100046,CUST-1009,Julia Roberts,Sydney,Electronics,Bluetooth Speaker,218.92,1,0.05,Debit Card,CANCELLED,2025-12-09 03:19:49
ORD-100047,CUST-1017,Rachel Green,Mumbai,Sports & Outdoors,Bicycle Helmet,57.92,1,0.2,Apple Pay,COMPLETED,2025-09-23 20:00:45
ORD-100048,CUST-1009,Julia Roberts,Paris,Electronics,Wireless Headphones,1174.68,5,0.1,Debit Card,RETURNED,2025-07-30 00:54:01
ORD-100049,CUST-1002,Charlie Brown,Singapore,Clothing,Sneakers,104.14,1,0.15,PayPal,COMPLETED,2025-07-11 19:35:37
ORD-100050,CUST-1014,Oscar Martinez,Mumbai,Books,Biography,13.48,2,0.2,Debit Card,RETURNED,2025-09-14 06:40:23
ORD-100051,CUST-1012,Michael Scott,San Francisco,Clothing,Running Shoes,125.17,5,0.1,PayPal,COMPLETED,2025-02-12 01:35:21
ORD-100052,CUST-1016,Quentin Tarantino,Tokyo,Books,Sci-Fi Novel,44.99,1,0.0,PayPal,COMPLETED,2025-03-03 17:38:36
ORD-100053,CUST-1013,,San Francisco,Books,Economics 101,35.46,1,0.0,PayPal,COMPLETED,2025-11-08 14:48:10
ORD-100054,CUST-1015,Pam Beesly,Paris,Home & Kitchen,Espresso Machine,173.49,4,0.15,UPI / Digital Wallet,COMPLETED,2025-12-25 23:12:31
ORD-100055,CUST-1009,Julia Roberts,Toronto,Books,Biography,23.74,1,0.15,Apple Pay,RETURNED,2025-07-08 20:43:00
ORD-100056,CUST-1017,Rachel Green,London,Electronics,Laptop,156.82,1,0.05,Apple Pay,COMPLETED,2025-06-25 04:37:15
ORD-100057,CUST-1016,Quentin Tarantino,Paris,Electronics,Bluetooth Speaker,1164.85,1,0.1,Debit Card,RETURNED,2025-10-13 07:22:52
ORD-100058,CUST-1008,Ian Malcolm,New York,Clothing,Hooded Sweatshirt,148.72,1,0.1,Credit Card,COMPLETED,2025-05-30 19:11:02
ORD-100059,CUST-1008,Ian Malcolm,Tokyo,Books,Sci-Fi Novel,40.34,2,0.25,UPI / Digital Wallet,PENDING,2025-07-29 23:26:40
ORD-100060,CUST-1002,Charlie Brown,Toronto,Home & Kitchen,Blender,167.41,1,0.25,Credit Card,COMPLETED,2025-11-02 07:48:28
ORD-100061,CUST-1004,Evan Wright,San Francisco,Books,Sci-Fi Novel,40.7,1,0.05,PayPal,COMPLETED,2025-11-07 21:38:17
ORD-100062,CUST-1011,Laura Croft,Paris,Electronics,Smartphone,1168.59,1,0.1,UPI / Digital Wallet,PENDING,2025-03-16 00:21:58
ORD-100063,CUST-1011,Laura Croft,,Books,Data Engineering Handbook,40.29,2,0.25,Debit Card,PENDING,2025-04-17 04:21:00
ORD-100064,CUST-1015,Pam Beesly,Berlin,Books,Cookbook,17.59,5,0.25,PayPal,PENDING,2025-04-15 14:40:22
ORD-100065,CUST-1018,Steve Rogers,Berlin,Home & Kitchen,Espresso Machine,247.65,1,0.1,Credit Card,COMPLETED,2025-06-18 14:30:28
ORD-100066,CUST-1003,Diana Prince,Paris,Books,Cookbook,18.36,1,0.1,Credit Card,COMPLETED,2025-07-04 20:33:41
ORD-100067,CUST-1006,George Clark,Sydney,Clothing,Hooded Sweatshirt,27.5,1,0.0,Apple Pay,COMPLETED,2025-02-16 02:57:41
ORD-100068,CUST-1006,George Clark,London,Clothing,Cotton T-Shirt,97.17,1,0.25,UPI / Digital Wallet,COMPLETED,2025-10-01 18:31:22
ORD-100069,CUST-1004,Evan Wright,Paris,Sports & Outdoors,Camping Tent,249.19,1,0.05,Debit Card,PENDING,2025-10-05 04:23:40
ORD-100070,CUST-1013,Nora Jones,San Francisco,Home & Kitchen,Toaster,85.32,-1,0.1,Credit Card,CANCELLED,2025-01-16 09:03:56
ORD-100071,CUST-1003,Diana Prince,Mumbai,Electronics,Smartphone,642.25,1,0.0,UPI / Digital Wallet,RETURNED,2025-10-15 18:55:15
ORD-100072,CUST-1006,George Clark,London,Books,Data Engineering Handbook,33.74,1,0.25,PayPal,CANCELLED,2025-08-16 17:28:17
ORD-100073,CUST-1004,Evan Wright,Toronto,Electronics,Laptop,192.95,2,0.05,Debit Card,RETURNED,2025-09-26 13:25:13
ORD-100074,CUST-1011,Laura Croft,Toronto,Home & Kitchen,Espresso Machine,208.75,2,0.2,UPI / Digital Wallet,RETURNED,2025-03-25 00:59:48
ORD-100075,CUST-1007,Hannah Abbott,San Francisco,Sports & Outdoors,Yoga Mat,137.91,3,0.2,Debit Card,COMPLETED,2025-02-13 09:52:32
ORD-100076,CUST-1010,Kevin Bacon,Toronto,Electronics,4K Monitor,515.39,1,0.0,Apple Pay,COMPLETED,2025-02-09 08:01:30
ORD-100077,CUST-1006,George Clark,Mumbai,Home & Kitchen,Cookware Set,202.08,3,0.2,UPI / Digital Wallet,COMPLETED,2025-08-19 20:54:01
ORD-100078,CUST-1008,Ian Malcolm,Paris,Electronics,Laptop,109.32,2,0.05,UPI / Digital Wallet,COMPLETED,2025-04-26 12:02:24
ORD-100079,CUST-1009,Julia Roberts,Mumbai,Sports & Outdoors,Camping Tent,140.42,1,0.05,UPI / Digital Wallet,RETURNED,2025-11-26 06:24:01
ORD-100080,CUST-1001,Bob Jones,Singapore,Books,Data Engineering Handbook,32.33,5,0.2,Credit Card,PENDING,2025-06-06 02:16:42
ORD-100081,CUST-1012,Michael Scott,Tokyo,Home & Kitchen,Blender,294.73,1,0.0,UPI / Digital Wallet,COMPLETED,2025-08-27 04:04:36
ORD-100082,CUST-1018,Steve Rogers,Berlin,Books,Biography,12.67,2,0.2,UPI / Digital Wallet,COMPLETED,2025-05-17 23:36:16
ORD-100083,CUST-1003,Diana Prince,Singapore,Books,Biography,34.4,2,0.15,Debit Card,PENDING,2025-06-30 19:27:58
ORD-100084,CUST-1010,Kevin Bacon,London,Books,Sci-Fi Novel,8.13,5,0.0,PayPal,COMPLETED,2025-07-21 08:48:37
ORD-100085,CUST-1011,Laura Croft,Singapore,Clothing,Running Shoes,142.53,3,0.1,Apple Pay,CANCELLED,2025-05-15 21:27:06
ORD-100086,CUST-1006,George Clark,New York,Electronics,Smartphone,236.61,1,0.2,UPI / Digital Wallet,RETURNED,2025-06-28 12:26:24
ORD-100087,CUST-1008,Ian Malcolm,Berlin,Home & Kitchen,Air Fryer,40.72,1,0.0,Debit Card,COMPLETED,2025-09-30 22:44:35
ORD-100088,CUST-1001,Bob Jones,Tokyo,Sports & Outdoors,Water Bottle,71.24,1,0.05,Debit Card,COMPLETED,2025-10-10 16:05:05
ORD-100089,CUST-1010,Kevin Bacon,Sydney,Home & Kitchen,Blender,118.34,1,0.0,Credit Card,COMPLETED,2025-10-20 09:24:03
ORD-100090,CUST-1019,Tony Stark,Paris,Clothing,Running Shoes,32.76,2,0.1,PayPal,COMPLETED,2025-04-15 22:17:36
ORD-100091,CUST-1017,Rachel Green,New York,Home & Kitchen,Air Fryer,107.38,1,0.2,Credit Card,COMPLETED,2025-06-06 03:35:09
ORD-100092,CUST-1016,Quentin Tarantino,San Francisco,Electronics,Smartwatch,1115.54,2,0.15,Apple Pay,COMPLETED,2025-02-16 13:06:20
ORD-100093,CUST-1015,Pam Beesly,Berlin,Clothing,Running Shoes,100.32,1,0.25,UPI / Digital Wallet,COMPLETED,2025-10-12 01:39:32
ORD-100094,CUST-1015,Pam Beesly,Toronto,Electronics,Smartwatch,1048.84,3,0.25,Credit Card,CANCELLED,2025-03-15 08:48:18
ORD-100095,CUST-1013,Nora Jones,London,Home & Kitchen,Blender,255.68,1,0.15,Credit Card,PENDING,2025-08-29 22:33:22
ORD-100096,CUST-1000,Alice Smith,New York,Sports & Outdoors,Water Bottle,223.42,3,0.2,Credit Card,COMPLETED,2025-12-20 02:03:44
ORD-100097,CUST-1000,Alice Smith,San Francisco,Electronics,Smartwatch,1002.36,1,0.15,Apple Pay,PENDING,2025-05-03 04:39:17
ORD-100098,CUST-1016,Quentin Tarantino,Berlin,Books,Biography,39.8,1,0.15,UPI / Digital Wallet,RETURNED,2025-01-09 01:22:56
ORD-100099,CUST-1008,Ian Malcolm,New York,Sports & Outdoors,Hiking Backpack,240.41,2,0.05,Credit Card,COMPLETED,2025-08-04 20:05:40
ORD-100100,CUST-1014,Oscar Martinez,Mumbai,Electronics,Laptop,179.34,1,0.1,UPI / Digital Wallet,RETURNED,2025-05-06 23:21:58
ORD-100101,CUST-1008,Ian Malcolm,London,Sports & Outdoors,Yoga Mat,245.08,2,0.05,Apple Pay,CANCELLED,2025-03-02 01:59:24
ORD-100102,CUST-1017,Rachel Green,New York,Home & Kitchen,Espresso Machine,340.59,2,0.2,Credit Card,RETURNED,2025-09-10 05:24:49
ORD-100103,CUST-1010,Kevin Bacon,Mumbai,Books,Cookbook,34.01,1,0.0,Debit Card,COMPLETED,2025-01-21 15:45:12
ORD-100104,CUST-1003,Diana Prince,New York,Books,Biography,31.73,2,0.05,Credit Card,COMPLETED,2025-10-10 19:06:36
ORD-100105,CUST-1006,George Clark,Berlin,Home & Kitchen,Toaster,197.42,1,0.05,Apple Pay,COMPLETED,2025-10-30 18:59:28
ORD-100106,CUST-1014,Oscar Martinez,San Francisco,Sports & Outdoors,Dumbbell Set,208.17,1,0.0,PayPal,COMPLETED,2025-01-07 00:26:17
ORD-100107,CUST-1000,Alice Smith,,Clothing,Hooded Sweatshirt,79.53,2,0.2,PayPal,RETURNED,2025-08-10 16:04:44
ORD-100108,CUST-1010,Kevin Bacon,Tokyo,Books,Data Engineering Handbook,36.29,1,0.05,Apple Pay,CANCELLED,2025-08-01 12:20:36
ORD-100109,CUST-1012,Michael Scott,Singapore,Sports & Outdoors,Bicycle Helmet,47.12,1,0.0,Debit Card,CANCELLED,2025-07-02 17:16:43
ORD-100110,CUST-1017,Rachel Green,Toronto,Clothing,Sneakers,70.03,1,0.15,PayPal,CANCELLED,2025-05-13 10:18:12
ORD-100111,CUST-1011,Laura Croft,Singapore,Sports & Outdoors,Dumbbell Set,72.99,3,0.0,PayPal,COMPLETED,2025-08-06 20:12:02
ORD-100112,CUST-1008,Ian Malcolm,San Francisco,Books,Sci-Fi Novel,22.54,5,0.05,Credit Card,RETURNED,2025-04-23 22:43:23
ORD-100113,CUST-1016,Quentin Tarantino,San Francisco,Electronics,Bluetooth Speaker,1157.37,2,0.25,Credit Card,COMPLETED,2025-05-24 13:12:51
ORD-100114,CUST-1008,Ian Malcolm,Sydney,Books,Cookbook,33.21,1,0.2,Apple Pay,COMPLETED,2025-04-05 21:25:08
ORD-100115,CUST-1018,Steve Rogers,Tokyo,Home & Kitchen,Air Fryer,294.75,5,0.05,Debit Card,COMPLETED,2025-02-11 17:41:38
ORD-100116,CUST-1017,Rachel Green,Singapore,Books,Economics 101,14.12,2,0.0,Apple Pay,COMPLETED,2025-05-08 15:41:53
ORD-100117,CUST-1010,Kevin Bacon,Toronto,Home & Kitchen,Espresso Machine,213.14,2,0.1,UPI / Digital Wallet,CANCELLED,2025-09-29 17:20:46
ORD-100118,CUST-1019,Tony Stark,San Francisco,Home & Kitchen,Vacuum Cleaner,336.93,1,0.2,Apple Pay,COMPLETED,2025-04-26 03:52:22
ORD-100119,CUST-1013,Nora Jones,Mumbai,Sports & Outdoors,Bicycle Helmet,60.84,1,0.0,Debit Card,COMPLETED,2025-08-21 10:15:11
ORD-100120,CUST-1017,Rachel Green,Sydney,Electronics,Laptop,723.3,1,0.25,UPI / Digital Wallet,COMPLETED,2025-10-04 01:41:17
ORD-100121,CUST-1018,Steve Rogers,San Francisco,Home & Kitchen,Blender,253.84,2,0.0,PayPal,COMPLETED,2025-08-13 18:17:11
ORD-100122,CUST-1008,Ian Malcolm,Singapore,Sports & Outdoors,Bicycle Helmet,87.94,1,0.05,Apple Pay,COMPLETED,2025-08-21 18:49:23
ORD-100123,CUST-1001,Bob Jones,Singapore,Home & Kitchen,Cookware Set,27.68,1,0.25,Apple Pay,COMPLETED,2025-03-11 21:35:01
ORD-100124,CUST-1018,Steve Rogers,London,Home & Kitchen,Blender,143.02,1,0.15,Credit Card,COMPLETED,2025-08-07 12:33:31
ORD-100125,CUST-1011,Laura Croft,London,Electronics,4K Monitor,398.77,2,0.1,Debit Card,RETURNED,2025-08-01 02:18:06
ORD-100126,CUST-1011,Laura Croft,Sydney,Clothing,Sneakers,126.95,4,0.0,PayPal,RETURNED,2025-06-11 19:50:48
ORD-100127,CUST-1005,Fiona Gallagher,New York,Sports & Outdoors,Camping Tent,82.34,4,0.0,PayPal,COMPLETED,2025-10-22 11:46:34
ORD-100128,CUST-1009,Julia Roberts,San Francisco,Electronics,Smartwatch,155.59,2,0.2,Credit Card,COMPLETED,2025-01-05 16:11:02
ORD-100129,CUST-1018,Steve Rogers,San Francisco,Electronics,Smartwatch,741.11,5,0.15,Apple Pay,RETURNED,2025-12-07 10:09:03
ORD-100130,CUST-1009,Julia Roberts,London,Home & Kitchen,Air Fryer,329.81,2,0.05,PayPal,COMPLETED,2025-01-10 17:52:26
ORD-100131,CUST-1014,Oscar Martinez,Paris,Electronics,Smartphone,139.53,1,0.25,PayPal,RETURNED,2025-03-28 07:22:01
ORD-100132,CUST-1017,Rachel Green,Paris,Books,Economics 101,21.96,2,0.15,UPI / Digital Wallet,COMPLETED,2025-05-30 00:35:29
ORD-100133,CUST-1006,George Clark,Singapore,Sports & Outdoors,Bicycle Helmet,180.96,1,0.1,Debit Card,COMPLETED,2025-08-25 09:18:59
ORD-100134,CUST-1008,Ian Malcolm,Tokyo,Clothing,Sneakers,96.26,2,0.0,Debit Card,COMPLETED,2025-01-20 13:02:05
ORD-100135,CUST-1016,Quentin Tarantino,London,Sports & Outdoors,Bicycle Helmet,172.19,-1,0.15,PayPal,COMPLETED,2025-03-29 14:59:06
ORD-100136,CUST-1002,Charlie Brown,Paris,Electronics,Smartwatch,654.57,2,0.05,Debit Card,RETURNED,2025-10-26 09:32:30
ORD-100137,CUST-1007,Hannah Abbott,Singapore,Sports & Outdoors,Hiking Backpack,50.07,1,0.25,PayPal,COMPLETED,2025-09-21 19:24:11
ORD-100138,CUST-1018,Steve Rogers,Toronto,Home & Kitchen,Air Fryer,212.46,1,0.05,Credit Card,RETURNED,2025-11-28 18:14:11
ORD-100139,CUST-1000,Alice Smith,Berlin,Books,Sci-Fi Novel,33.57,1,0.15,PayPal,COMPLETED,2025-05-20 20:37:00
ORD-100140,CUST-1002,Charlie Brown,Singapore,Sports & Outdoors,Dumbbell Set,122.65,2,0.2,Credit Card,COMPLETED,2025-11-01 03:15:53
ORD-100141,CUST-1015,Pam Beesly,San Francisco,Electronics,Smartphone,223.47,1,0.0,PayPal,CANCELLED,2025-06-16 04:22:33
ORD-100142,CUST-1009,Julia Roberts,London,Sports & Outdoors,Camping Tent,112.69,1,0.1,Apple Pay,RETURNED,2025-03-24 14:57:50
ORD-100143,CUST-1005,Fiona Gallagher,Sydney,Clothing,Running Shoes,83.39,1,0.05,PayPal,COMPLETED,2025-05-02 00:14:11
ORD-100144,CUST-1004,Evan Wright,New York,Sports & Outdoors,Dumbbell Set,44.32,2,0.0,UPI / Digital Wallet,PENDING,2025-02-11 02:37:19
ORD-100145,CUST-1002,Charlie Brown,New York,Home & Kitchen,Cookware Set,302.17,3,0.1,Debit Card,COMPLETED,2025-10-12 05:25:24
ORD-100146,CUST-1003,Diana Prince,Singapore,Electronics,Smartphone,429.33,1,0.0,PayPal,RETURNED,2025-01-08 09:51:12
ORD-100147,CUST-1002,Charlie Brown,Paris,Sports & Outdoors,Dumbbell Set,18.79,1,0.25,Apple Pay,COMPLETED,2025-03-08 06:48:07
ORD-100148,CUST-1001,Bob Jones,Mumbai,Sports & Outdoors,Hiking Backpack,91.35,5,0.25,Credit Card,COMPLETED,2025-12-21 17:03:31
ORD-100149,CUST-1009,Julia Roberts,London,Clothing,Sneakers,118.47,1,0.1,Apple Pay,COMPLETED,2025-10-24 11:29:29
ORD-100150,CUST-1006,George Clark,Paris,Books,Cookbook,17.76,1,0.0,Apple Pay,CANCELLED,2025-01-03 11:26:02
ORD-100151,CUST-1019,Tony Stark,Mumbai,Sports & Outdoors,Yoga Mat,171.57,1,0.2,Debit Card,CANCELLED,2025-10-25 18:27:48
ORD-100152,CUST-1012,Michael Scott,London,Books,Economics 101,42.76,1,0.25,Debit Card,COMPLETED,2025-01-14 14:09:54
ORD-100153,CUST-1004,Evan Wright,Sydney,Sports & Outdoors,Camping Tent,25.91,5,0.15,Apple Pay,COMPLETED,2025-11-28 20:11:09
ORD-100154,CUST-1015,Pam Beesly,Berlin,Books,Data Engineering Handbook,12.77,2,0.0,PayPal,COMPLETED,2025-09-22 08:46:47
ORD-100155,CUST-1000,Alice Smith,London,Books,History of Computing,29.42,2,0.2,Debit Card,COMPLETED,2025-08-31 08:11:52
ORD-100156,CUST-1003,Diana Prince,New York,Home & Kitchen,Cookware Set,248.95,3,0.25,Apple Pay,COMPLETED,2025-02-27 16:16:44
ORD-100157,CUST-1018,Steve Rogers,Singapore,Electronics,Wireless Headphones,1162.59,2,0.25,UPI / Digital Wallet,COMPLETED,2025-09-22 23:45:18
ORD-100158,CUST-1004,Evan Wright,Paris,Books,Data Engineering Handbook,35.98,2,0.05,Debit Card,CANCELLED,2025-12-28 17:11:44
ORD-100159,CUST-1018,Steve Rogers,Toronto,Clothing,Denim Jeans,22.3,1,0.05,Debit Card,PENDING,2025-06-03 19:19:56
ORD-100160,CUST-1002,Charlie Brown,Singapore,Clothing,Running Shoes,113.65,1,0.1,Apple Pay,COMPLETED,2025-04-21 05:54:27
ORD-100161,CUST-1004,Evan Wright,Berlin,Sports & Outdoors,Camping Tent,70.77,1,0.15,Debit Card,RETURNED,2025-07-16 23:35:44
ORD-100162,CUST-1002,,Paris,Electronics,Smartphone,759.87,1,0.05,Credit Card,COMPLETED,2025-07-29 09:40:57
ORD-100163,CUST-1015,Pam Beesly,Toronto,Clothing,Hooded Sweatshirt,37.76,2,0.05,PayPal,CANCELLED,2025-08-12 22:32:48
ORD-100164,CUST-1019,Tony Stark,Paris,Electronics,Laptop,226.3,4,0.2,Credit Card,RETURNED,2025-08-24 21:18:41
ORD-100165,CUST-1001,Bob Jones,,Clothing,Sneakers,85.64,2,0.15,Credit Card,COMPLETED,2025-12-05 18:46:29
ORD-100166,CUST-1010,Kevin Bacon,San Francisco,Electronics,Bluetooth Speaker,499.51,5,0.1,UPI / Digital Wallet,COMPLETED,2025-05-13 18:14:21
ORD-100167,CUST-1009,Julia Roberts,New York,Clothing,Sneakers,27.15,2,0.1,PayPal,COMPLETED,2025-11-10 17:18:45
ORD-100168,CUST-1009,Julia Roberts,Singapore,Sports & Outdoors,Hiking Backpack,138.75,2,0.15,Credit Card,COMPLETED,2025-05-02 18:23:10
ORD-100169,CUST-1018,Steve Rogers,Paris,Clothing,Winter Jacket,28.66,1,0.05,PayPal,CANCELLED,2025-05-08 02:27:07
ORD-100170,CUST-1003,Diana Prince,Berlin,Sports & Outdoors,Dumbbell Set,16.98,4,0.2,UPI / Digital Wallet,COMPLETED,2025-11-24 18:57:00
ORD-100171,CUST-1008,Ian Malcolm,Mumbai,Home & Kitchen,Air Fryer,284.02,1,0.05,PayPal,COMPLETED,2025-12-24 07:30:50
ORD-100172,CUST-1019,Tony Stark,Singapore,Home & Kitchen,Vacuum Cleaner,166.13,5,0.0,PayPal,PENDING,2025-04-27 22:11:41
ORD-100173,CUST-1012,Michael Scott,Tokyo,Home & Kitchen,Toaster,49.4,4,0.15,Credit Card,COMPLETED,2025-02-16 11:39:09
ORD-100174,CUST-1000,Alice Smith,Berlin,Electronics,Smartphone,548.92,1,0.0,UPI / Digital Wallet,COMPLETED,2025-09-06 04:47:09
ORD-100175,CUST-1019,Tony Stark,New York,Clothing,Running Shoes,34.09,2,0.05,PayPal,COMPLETED,2025-12-29 10:03:43
ORD-100176,CUST-1018,Steve Rogers,New York,Sports & Outdoors,Dumbbell Set,225.82,1,0.2,Credit Card,COMPLETED,2025-12-08 08:29:49
ORD-100177,CUST-1008,Ian Malcolm,San Francisco,Electronics,Laptop,808.67,3,0.15,PayPal,COMPLETED,2025-09-09 03:22:56
ORD-100178,CUST-1001,Bob Jones,Tokyo,Electronics,Bluetooth Speaker,109.06,1,0.05,Debit Card,RETURNED,2025-10-05 02:39:50
ORD-100179,CUST-1005,Fiona Gallagher,Paris,Home & Kitchen,Toaster,224.1,1,0.05,UPI / Digital Wallet,CANCELLED,2025-02-18 16:50:57
ORD-100180,CUST-1004,Evan Wright,Sydney,Books,History of Computing,16.74,2,0.0,Debit Card,RETURNED,2025-03-15 19:00:25
